birthdate,injuredDays,up15,photo2,isActive,idTeam,nick,number,insertDatetime,price,height,isNational,isExitLeague,initialPrice,fullName,photo,url,fisicStatus,imageTeam,license,idPlayer,birthplace,nationality,competitionAverage,teamNegative,numberJourney,team,isLocal,pointsJourney,keep,imageTeamNegative,position,isExtraCommunity,shortName,nameTeam,age,down15
27/05/1997,0,62.4,0000568863_5-6_03.jpg,TRUE,13,Frey,3,20240909T093411+0000,511515,188,FALSE,FALSE,390000,Harald Frey,0000568845_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003398,fit,logo_surnebb_pos.png,EUR,103,Oslo,Noruega,10.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.2,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,H. Frey,Surne Bilbao Basket,28,-41.9
31/01/2003,0,59.8,0000569046_5-6_03.jpg,TRUE,13,De Ridder,11,20240909T093411+0000,502500,203,FALSE,FALSE,300000,Thijs De Ridder,0000569033_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002687,fit,logo_surnebb_pos.png,EUR,102,Brasschaat,Bélgica,10.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.1,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. De Ridder,Surne Bilbao Basket,22,-39.7
29/12/1993,0,55,0000568950_5-6_03.jpg,TRUE,13,Jones,17,20240909T093411+0000,474516,213,FALSE,FALSE,430000,Marvin Jones,0000568924_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003399,fit,logo_surnebb_pos.png,EXT,109,Ilinois,EE.UU.,9.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.5,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,TRUE,M. Jones,Surne Bilbao Basket,31,-36.1
24/04/1990,0,32,0000565550_5-6_03.jpg,TRUE,12,Vesely,6,20240909T093409+0000,470000,210,FALSE,FALSE,460000,Jan Vesely,0000565545_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001949,injured,2324BarcaLogoweb.png,EUR,95,Ostrava,Chequia,9.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,9.4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,J. Vesely,Barça,35,-13.2
04/06/2004,0,35.2,0000565598_5-6_03.jpg,TRUE,12,Núñez,17,20240909T093408+0000,440526,191,TRUE,FALSE,480000,Juan Núñez,0000565586_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000093,injured,2324BarcaLogoweb.png,JFL,88,Madrid,España,8.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,8.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,J. Núñez,Barça,20,-17.6
01/09/1994,0,52.7,0000568998_5-6_03.jpg,TRUE,13,A.-Rahkman,5,20240909T093411+0000,432121,196,FALSE,FALSE,380000,Muhammad-Ali Abdur-Rahkman,0000569003_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003400,fit,logo_surnebb_pos.png,EXT,108,Pensilvania,EE.UU.,8.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.6,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,TRUE,Abdur-Rahkman,Surne Bilbao Basket,30,-35.4
22/06/1989,0,50.1,0000569137_5-6_03.jpg,TRUE,13,Dragic,30,20240909T093411+0000,410303,196,FALSE,FALSE,340000,Zoran Dragic,0000569120_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210258,fit,logo_surnebb_pos.png,EUR,104,Liubliana,Eslovenia,8.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.2,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,Z. Dragic,Surne Bilbao Basket,35,-33.6
19/11/1993,0,42.1,0000565609_5-6_03.jpg,TRUE,12,Anderson,1,20240909T093409+0000,404444,198,FALSE,FALSE,330000,Justin Anderson,0000565605_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002865,fit,2324BarcaLogoweb.png,EXT,96,Montross (Virginia),EE.UU.,8.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.1,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,TRUE,J. Anderson,Barça,31,-25.9
12/01/1995,0,39.7,0000565730_5-6_03.jpg,TRUE,12,Fall,19,20240909T093409+0000,381852,221,FALSE,FALSE,360000,Youssoupha Fall,0000565714_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000037,fit,2324BarcaLogoweb.png,EUR,92,Dakar,Francia,7.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.6,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,Y. Fall,Barça,30,-24.4
04/01/1993,0,46.3,0000569065_5-6_03.jpg,TRUE,13,Gielo,12,20240909T093411+0000,379697,205,FALSE,FALSE,150000,Tomasz Gielo,0000569054_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212214,fit,logo_surnebb_pos.png,EUR,106,Szczecin,Polonia,7.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.6,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,T. Gielo,Surne Bilbao Basket,32,-31.1
27/08/2001,0,14.3,0000784048_5-6_03.jpg,TRUE,13,Cazalon,7,20250226T111934+0000,354857,198,FALSE,FALSE,290000,Malcolm Cazalon,0000784047_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003912,fit,logo_surnebb_pos.png,EUR,291,Roanne,Francia,7.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.7,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,M. Cazalon,Surne Bilbao Basket,23,-4.9
01/08/1993,0,38.5,0000565440_5-6_03.jpg,TRUE,12,Abrines,21,20240909T093410+0000,350345,198,TRUE,FALSE,230000,Álex Abrines,0000565432_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209223,fit,2324BarcaLogoweb.png,JFL,101,Palma de Mallorca,España,7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,A. Abrines,Barça,31,-24.5
10/09/2006,0,1.4,0000568820_5-6_03.jpg,TRUE,13,Bagayoko,13,20250330T165043+0000,266154,207,TRUE,FALSE,180000,Bassala Bagayoko,0000568803_5-6_03.jpg,NA,fit,logo_surnebb_pos.png,JFL,309,Bamako,Malí,6.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,-5,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,B. Bagayoko,Surne Bilbao Basket,18,-11.4
23/01/2003,0,25.8,0000569023_5-6_03.jpg,TRUE,13,Domínguez,9,20240909T093411+0000,241071,197,TRUE,FALSE,215000,Rubén Domínguez,0000569011_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212114,fit,logo_surnebb_pos.png,JFL,110,Puerto Real,España,4.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,R. Domínguez,Surne Bilbao Basket,22,-16.2
13/10/2007,0,11.1,0000809285_5-6_03.jpg,TRUE,12,Villar,45,20241209T113336+0000,198182,190,TRUE,FALSE,100000,Raúl Villar,0000809179_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,JFL,264,Barcelona,España,4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,1,FALSE,R. Villar,Barça,17,-3.2
01/10/2001,0,12.9,0000568799_5-6_03.jpg,TRUE,13,Sylla,43,20240909T093411+0000,190000,206,TRUE,FALSE,330000,Amar Sylla,0000568787_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002005,fit,logo_surnebb_pos.png,JFL,113,Dakar,Senegal,3.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,5,FALSE,A. Sylla,Surne Bilbao Basket,23,-5.3
25/05/1999,0,17.8,0000568911_5-6_03.jpg,TRUE,13,Kullamae,77,20240909T093411+0000,187500,193,FALSE,FALSE,310000,Kristian Kullamae,0000568902_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001225,fit,logo_surnebb_pos.png,EUR,107,Tallin,Estonia,3.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,3.8,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,K. Kullamae,Surne Bilbao Basket,26,-10.3
01/03/2008,0,2.8,0000809286_5-6_03.jpg,TRUE,12,Keita,41,20250224T111931+0000,83087,212,TRUE,FALSE,100000,Sayon Keita,0000809177_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,JFL,289,Bamako,Malí,1.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,1.8,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,S. Keita,Barça,17,0.8
24/02/1989,0,2.9,0000569105_5-6_03.jpg,TRUE,13,Rabaseda,22,20240909T093411+0000,43700,196,TRUE,FALSE,200000,Xavi Rabaseda,0000569095_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203590,injured,logo_surnebb_pos.png,JFL,111,Ripoll,España,0.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,0,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,3,FALSE,X. Rabaseda,Surne Bilbao Basket,36,-2.9
27/03/2007,0,2.5,defaultBody.jpg,TRUE,12,Butajevas,43,20241201T113335+0000,110000,206,FALSE,FALSE,110000,Arturas Butajevas,defaultFace.jpg,NA,fit,2324BarcaLogoweb.png,EUR,256,Lietuva,Lituania,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.2,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,3,FALSE,A. Butajevas,Barça,18,1.9
05/05/2004,0,4.9,0000568878_5-6_03.jpg,TRUE,13,Chacón,10,20241118T144553+0000,85000,187,TRUE,FALSE,100000,Iker Chacón,0000568872_5-6_03.jpg,NA,fit,logo_surnebb_pos.png,JFL,254,Bilbao,España,-1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,4.4,https://supermanager.acb.com/files/logo/logo_surnebb_neg.png,1,FALSE,I. Chacón,Surne Bilbao Basket,21,3.9
02/06/2007,0,9.6,0000809284_5-6_03.jpg,TRUE,12,Grujicic,46,20250406T162158+0000,61412,196,FALSE,FALSE,100000,Mathieu Grujicic,0000809178_5-6_03.jpg,NA,fit,2324BarcaLogoweb.png,EUR,314,Arles,Alemania,-1.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.9,https://supermanager.acb.com/files/logo/2324BarcaLogoweb.png,5,FALSE,M. Grujicic,Barça,17,8.2
05/09/1995,0,110.6,0000566057_5-6_03.jpg,TRUE,3,Bell-Haynes,2,20240909T093357+0000,953871,188,FALSE,FALSE,620000,Trae Bell-Haynes,0000566040_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001171,fit,2425CasademontZaragoza.png,COT,28,Toronto,Jamaica,19.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,19.1,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,T. Bell-Haynes,Casademont Zaragoza,29,-72.5
08/05/1999,0,92.3,0000569349_5-6_03.jpg,TRUE,15,Musa,13,20240909T150145+0000,914231,205,FALSE,FALSE,690000,Dzanan Musa,0000569335_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001170,injured,2324RealMadrid_Logoweb.png,EUR,215,Bihac,Bosnia y Herzegovina,18.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,18.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,D. Musa,Real Madrid,26,-55.8
13/07/1995,0,93.2,0000565818_5-6_03.jpg,TRUE,3,Sulejmanovic,19,20240909T093358+0000,847586,205,FALSE,FALSE,400000,Emir Sulejmanovic,0000565804_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210828,fit,2425CasademontZaragoza.png,EUR,33,Luka Zepa,Finlandia,17,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,17,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,E. Sulejmanovic,Casademont Zaragoza,29,-59.3
23/03/1991,0,93.1,0000569403_5-6_03.jpg,TRUE,15,Campazzo,7,20240909T150145+0000,846552,181,FALSE,FALSE,700000,Facu Campazzo,0000569383_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20211331,fit,2324RealMadrid_Logoweb.png,EUR,222,Córdoba,España,16.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,16.9,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,1,FALSE,F. Campazzo,Real Madrid,34,-59.3
22/03/1992,0,94.4,0000569583_5-6_03.jpg,TRUE,15,Tavares,22,20240909T150145+0000,835000,220,TRUE,FALSE,850000,Edy Tavares,0000569567_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20209407,fit,2324RealMadrid_Logoweb.png,JFL,210,Maio,Cabo Verde,16.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,16.7,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,W. Tavares,Real Madrid,33,-61
25/02/1995,0,90.7,0000569487_5-6_03.jpg,TRUE,15,Hezonja,11,20240909T150145+0000,824828,202,TRUE,FALSE,470000,Mario Hezonja,0000569476_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210501,fit,2324RealMadrid_Logoweb.png,JFL,216,Dubrovnik,Croacia,16.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,16.5,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,M. Hezonja,Real Madrid,30,-57.7
24/10/1991,0,72.8,0000565785_5-6_03.jpg,TRUE,3,Dubljevic,14,20240909T093358+0000,791304,205,FALSE,FALSE,630000,Bojan Dubljevic,0000565773_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210254,fit,2425CasademontZaragoza.png,EUR,30,Niksic,Montenegro,15.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,15.8,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,B. Dubljevic,Casademont Zaragoza,33,-41.1
15/08/1998,0,34.2,0000776351_5-6_03.jpg,TRUE,15,Fernando,20,20250131T155509+0000,580000,208,FALSE,FALSE,470000,Bruno Fernando,0000776340_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003852,fit,2324RealMadrid_Logoweb.png,COT,284,Luanda,Angola,11.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,11.6,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,B. Fernando,Real Madrid,26,-11
05/02/1995,0,60.8,0000565954_5-6_03.jpg,TRUE,3,Spissu,0,20240909T093358+0000,524194,184,FALSE,FALSE,390000,Marco Spissu,0000565940_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001155,fit,2425CasademontZaragoza.png,EUR,31,Sassari,Italia,10.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.5,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,1,FALSE,M. Spissu,Casademont Zaragoza,30,-39.8
28/04/1997,0,60.6,0000566023_5-6_03.jpg,TRUE,3,Yusta,4,20240909T093359+0000,522258,200,TRUE,FALSE,480000,Santi Yusta,0000566004_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210918,fit,2425CasademontZaragoza.png,JFL,36,Madrid,España,10.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,10.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,S. Yusta,Casademont Zaragoza,28,-39.7
08/02/1995,0,41.1,0000569431_5-6_03.jpg,TRUE,15,Deck,14,20240909T150145+0000,513158,198,FALSE,FALSE,350000,Gabriel Deck,0000569415_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212952,doubtful,2324RealMadrid_Logoweb.png,EXT,214,Colonia Dora,Argentina,10.3,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,10.3,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,TRUE,G. Deck,Real Madrid,30,-20.5
18/09/1989,0,38.6,0000569515_5-6_03.jpg,TRUE,15,Ibaka,18,20240909T150145+0000,482632,207,FALSE,FALSE,430000,Serge Ibaka,0000569504_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20203832,fit,2324RealMadrid_Logoweb.png,EUR,211,Brazzaville,España,9.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.7,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,S. Ibaka,Real Madrid,35,-19.3
15/11/1987,0,53.2,0000569540_5-6_03.jpg,TRUE,15,Llull,23,20240909T150145+0000,483793,190,TRUE,FALSE,240000,Sergio Llull,0000569524_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20201774,fit,2324RealMadrid_Logoweb.png,JFL,218,Mahón,España,9.7,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,9.7,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,S. Llull,Real Madrid,37,-33.9
15/12/1995,0,53.2,0000569283_5-6_03.jpg,TRUE,15,Abalde,6,20240909T150145+0000,446875,202,TRUE,FALSE,195000,Alberto Abalde,0000569277_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20210088,fit,2324RealMadrid_Logoweb.png,JFL,219,Ferrol,España,8.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.9,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,A. Abalde,Real Madrid,29,-35.3
15/07/1997,0,44.2,0000569310_5-6_03.jpg,TRUE,15,Feliz,24,20240909T150145+0000,425185,188,FALSE,FALSE,500000,Andrés Feliz,0000569295_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001114,fit,2324RealMadrid_Logoweb.png,EUR,221,Santo Domingo,España,8.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,8.5,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,1,FALSE,A. Feliz,Real Madrid,27,-27.2
09/03/2002,0,33.8,0000569561_5-6_03.jpg,TRUE,15,Garuba,16,20240909T150145+0000,379545,203,TRUE,FALSE,600000,Usman Garuba,0000569548_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212174,fit,2324RealMadrid_Logoweb.png,JFL,213,Azuqueca de Henares,España,7.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,7.6,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,U. Garuba,Real Madrid,23,-18.6
20/03/1999,0,38.5,0000565985_5-6_03.jpg,TRUE,3,González,7,20240909T093359+0000,331935,203,TRUE,FALSE,180000,Miguel González,0000565968_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212476,fit,2425CasademontZaragoza.png,JFL,37,Valladolid,España,6.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6.6,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,M. González,Casademont Zaragoza,26,-25.2
23/09/1997,0,31.2,0000566087_5-6_03.jpg,TRUE,3,Mencía,8,20240909T093358+0000,299630,198,FALSE,FALSE,250000,Yoanki Mencía,0000566070_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30002829,fit,2425CasademontZaragoza.png,EXT,35,Sancti Spiritus,Cuba,6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,TRUE,Y. Mencía,Casademont Zaragoza,27,-19.2
05/02/2006,0,28.8,0000569460_5-6_03.jpg,TRUE,15,González,9,20240909T150145+0000,276667,198,TRUE,FALSE,200000,Hugo González,0000569444_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20213252,fit,2324RealMadrid_Logoweb.png,JFL,217,Madrid,España,5.5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.5,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,H. González,Real Madrid,19,-17.7
03/08/1987,0,28.8,0000565765_5-6_03.jpg,TRUE,3,Slaughter,3,20240909T093358+0000,254667,191,FALSE,FALSE,350000,AJ Slaughter,0000565754_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000031,fit,2425CasademontZaragoza.png,EUR,34,Louisville (Kentucky),Polonia,5.1,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5.1,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,AJ Slaughter,Casademont Zaragoza,37,-18.6
18/10/1998,0,14.7,0000782013_5-6_03.jpg,TRUE,3,Watson,9,20250227T171927+0000,248333,208,FALSE,FALSE,470000,Nate Watson,0000782010_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003905,fit,2425CasademontZaragoza.png,EXT,292,Virginia,EE.UU.,5,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,5,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,TRUE,N. Watson,Casademont Zaragoza,26,-4.7
15/07/2000,0,21.3,0000572573_5-6_03.jpg,TRUE,3,Fernández,10,20240909T093359+0000,247143,206,TRUE,FALSE,120000,Jaime Fernández,0000572556_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/20212348,injured,2425CasademontZaragoza.png,JFL,39,Zaragoza,España,4.9,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,4.9,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,J. Fernández,Casademont Zaragoza,24,-11.4
12/10/2007,0,-0.4,0000569359_5-6_03.jpg,TRUE,15,Gueye,15,20241020T133546+0000,152088,207,TRUE,FALSE,100000,Sidi Gueye,0000569355_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,242,Guediawaye,Senegal,4.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,-2.2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,S. Gueye,Real Madrid,17,-4.1
29/04/1994,0,21.6,0000570966_5-6_03.jpg,TRUE,15,Rathan-Mayes,8,20240909T150145+0000,220800,191,FALSE,FALSE,360000,Xavier Rathan-Mayes,0000569590_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30003363,fit,2324RealMadrid_Logoweb.png,EXT,220,Markham,Canadá,4.4,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.4,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,TRUE,X. Rathan-Mayes,Real Madrid,31,-12.8
26/06/2004,0,21.1,0000569373_5-6_03.jpg,TRUE,15,Ndiaye,30,20240909T150145+0000,208846,204,TRUE,FALSE,150000,Eli John Ndiaye,0000569361_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30001229,fit,2324RealMadrid_Logoweb.png,JFL,212,Guediawaye,España,4.2,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,4.2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,5,FALSE,E. Ndiaye,Real Madrid,20,-12.7
02/01/1994,0,11.8,0000781937_5-6_03.jpg,TRUE,3,Dimsa,33,20250228T104303+0000,193911,196,FALSE,FALSE,260000,Tomas Dimsa,0000781925_5-6_03.jpg,https://www.acb.com/jugador/todos-sus-partidos/id/30000748,fit,2425CasademontZaragoza.png,EUR,295,Kaunas,Lituania,3.6,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,6,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,3,FALSE,T. Dimsa,Casademont Zaragoza,31,0.2
05/10/2003,0,3.1,0000572612_5-6_03.jpg,TRUE,3,Muñoz,32,20241207T173331+0000,97750,205,TRUE,FALSE,100000,Daniel Muñoz,0000572590_5-6_03.jpg,NA,fit,2425CasademontZaragoza.png,JFL,263,Zaragoza,España,1.8,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<dbl>,2.3,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,D. Muñoz,Casademont Zaragoza,21,1.4
12/01/2007,0,2.3,0000569334_5-6_03.jpg,TRUE,15,Duru,2,20241103T204554+0000,100000,200,TRUE,FALSE,100000,Declan Duru,0000569329_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,247,Munich,Alemania,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,D. Duru,Real Madrid,18,1.7
12/01/2007,0,2.3,0000569442_5-6_03.jpg,TRUE,15,Giménez,1,20241103T204554+0000,100000,197,TRUE,FALSE,100000,Gildas Giménez,0000569439_5-6_03.jpg,NA,fit,2324RealMadrid_Logoweb.png,JFL,248,Ouagadougou,España,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2,https://supermanager.acb.com/files/logo/RealMadridLogo202223.png,3,FALSE,G. Giménez,Real Madrid,18,1.7
19/09/2002,0,2.8,defaultBody.jpg,TRUE,3,Ling,55,20241115T204548+0000,120000,219,FALSE,FALSE,120000,Haydn Ling,defaultFace.jpg,NA,fit,2425CasademontZaragoza.png,EUR,252,Welwyn Garden City,Reino Unido,0,<chr>,<int>,https://supermanager.acb.com/files/logo/<chr>,<lgl>,<NULL>,2.4,https://supermanager.acb.com/files/logo/2425CasademontZaragoza.png,5,FALSE,H. Ling,Casademont Zaragoza,22,2
